term,count,num_files
was?,1,1
musicians—j.j.,1,1
"cale,",1,1
"williams,",1,1
"dylan,",1,1
zandt.,1,1
"twilight,",1,1
loosen,1,1
"sweaters,",1,1
style;,1,1
"identify,",1,1
keys.,1,1
haunting—straight,1,1
gothic—rif,1,1
"ghosts,",1,1
barns.,1,1
“sleepi,1,1
"hollow,”",1,1
birdcal,1,1
“flyover”,1,1
"prosper,",1,1
ours?,1,1
"grounded,",1,1
optimistic.,1,1
overall—leav,1,1
“villisca”,1,1
"murders),",1,1
grows.”,1,1
“aerial,1,1
"ocean,”",1,1
song.”,1,1
encore.,1,1
camaraderie.,1,1
prairie?”,1,1
"laughter,",1,1
"rare,”",1,1
room!”,1,1
"unchanging,",1,1
"intimately,",1,1
detail—and,1,1
beautiful—in,1,1
tonal,1,1
lovers.,1,1
wicker,1,1
goldmin,1,1
"morels,",1,1
"oysters,",1,1
"boletes,",1,1
subcultur,1,1
stump,1,1
gag-inducing.,1,1
newbi,1,1
inquirers.,1,1
"amateurs,",1,1
ins-and-out,1,1
hunters.,1,1
esoter,1,1
schwartz,1,1
layton,1,1
craze,1,1
hunter?,1,1
locations:,1,1
upland,1,1
"2005,",1,1
treasurer.,1,1
"walkabout,",1,1
"searches,",1,1
gill,1,1
tasti,1,1
edible—oyst,1,1
fungus.,1,1
breadcrumbs.,1,1
mushrooms—mani,1,1
tasty.,1,1
mushrooms?,1,1
drab,1,1
me),1,1
“expert”,1,1
"puffballs,",1,1
everywhere!,1,1
fungi…and,1,1
reorder,1,1
"genus,",1,1
(group,1,1
fungi)?,1,1
smug,1,1
novice—th,1,1
wickiup,1,1
"morel,",1,1
started?,1,1
"gear,",1,1
basket.,1,1
"unit),",1,1
"spray,",1,1
slime,1,1
lot).,1,1
poisoned?,1,1
thumb!,1,1
"poisoning,",1,1
kuo,1,1
mushroomexpert.com,1,1
mycologist),1,1
bolet,1,1
diarrhea.,1,1
recommend?,1,1
mushroom.,1,1
genus.,1,1
demystifiedbi,1,1
arora,1,1
witti,1,1
barron,1,1
"beginner,",1,1
mueller.,1,1
mushroomexpert.com.,1,1
eaten?,1,1
morels...that,1,1
eaten.,1,1
“choice”,1,1
popular.,1,1
linn,1,1
(cedar,1,1
"rapids),",1,1
"exaggeration,",1,1
houbi,1,1
preserves.,1,1
"marrow,",1,1
inscrib,1,1
ecosystem.”,1,1
"“cure,”",1,1
80.,1,1
"400,000.",1,1
vermin,1,1
trophy.,1,1
“year,1,1
scaveng,1,1
sustained.,1,1
jeweler’,1,1
marrow,1,1
karat,1,1
speed.”,1,1
abroad.,1,1
hard-fought,1,1
"threaten,",1,1
resist?,1,1
[fulbright,1,1
sojourn,1,1
ways—som,1,1
"nuanced,",1,1
norway’,1,1
fjords.,1,1
places—so,1,1
other—shar,1,1
wealth?,1,1
neoliber,1,1
parsimony.,1,1
first-hand,1,1
commiser,1,1
consolidation.,1,1
intimaci,1,1
envious.,1,1
“accord,1,1
"numbers…,”",1,1
tight-fist,1,1
per-,1,1
gall,1,1
anything;,1,1
debate;,1,1
number).,1,1
doomed.,1,1
happiness?,1,1
"56,000",1,1
resources;,1,1
1985-86,1,1
437,1,1
millennium,1,1
374,1,1
districts;,1,1
338.,1,1
byzantin,1,1
featureless,1,1
"ar-we-va,",1,1
"starmont,",1,1
bcluw?,1,1
siri.,1,1
back-bit,1,1
strangul,1,1
“efficient”,1,1
efficiency.,1,1
"target=""_blank"">old",1,1
thresher,1,1
"reunion,</a>",1,1
pleasant’,1,1
vardø—pleas,1,1
histories.,1,1
"slur,",1,1
“rustbelt?”,1,1
civilization.,1,1
"merciless,",1,1
resists.,1,1
realloc,1,1
quietly.,1,1
"vardø,",1,1
defianc,1,1
handiwork,1,1
"sanctioned,",1,1
"guerrilla,",1,1
viewings.,1,1
cartoonish,1,1
exhort,1,1
pedestrian,1,1
blasphemy.,1,1
playfulness?,1,1
face?,1,1
before?,1,1
english?,1,1
mull,1,1
homes—to,1,1
"utilities,",1,1
housing…pres,1,1
underutilized.,1,1
wring,1,1
peerless,1,1
exploited.,1,1
organize…or,1,1
tyranni,1,1
god.”,1,1
3418,1,1
meier’,1,1
"relative’s,",1,1
camp—countri,1,1
camp—everi,1,1
seven.,1,1
onlooker.,1,1
"desire—no,",1,1
require—th,1,1
outnumb,1,1
discussions.,1,1
forgotten:,1,1
"motivations,",1,1
nurturing;,1,1
meaning;,1,1
"farmer-generated,",1,1
environmental—a,1,1
included.,1,1
“paradigm,1,1
"values,",1,1
distribution.,1,1
"1860s,",1,1
(bogu,1,1
bogu,1,1
heterosexu,1,1
"equality,",1,1
patriarch,1,1
gender.,1,1
chemicals—specif,1,1
fertilizers.,1,1
"mechanized,",1,1
male-dominated.,1,1
middlemen,1,1
"necessity,",1,1
beus,1,1
dunlap,1,1
"(1990),",1,1
organic-typ,1,1
(601-608).,1,1
"methodological,",1,1
businessperson.,1,1
"definition,",1,1
“alternative”,1,1
motivation:,1,1
farmers—fourth,1,1
included—w,1,1
shannon*,1,1
to…th,1,1
eat?”,1,1
more;,1,1
"ideals,",1,1
relationships.,1,1
timer,1,1
farming],1,1
cross-cultur,1,1
(1983),1,1
operation”,1,1
(108).,1,1
"bureaucratic,",1,1
"patriarchal,",1,1
ironic.,1,1
"patriarchy,",1,1
domain,1,1
brilliance.,1,1
“farmer.”,1,1
nurture.,1,1
identity:,1,1
helpers”,1,1
(sach,1,1
1983:,1,1
108),1,1
“primari,1,1
farmers.”,1,1
golubov,1,1
(2011),1,1
group),1,1
belongs.”,1,1
(stryker,1,1
1986,1,1
brasier,1,1
2014:,1,1
287).,1,1
be.”,1,1
birthing.,1,1
lambs.,1,1
unique…,1,1
beings.”,1,1
non-human:,1,1
“…of,1,1
plants.”,1,1
"caretakers,",1,1
educators.,1,1
“strong,1,1
integrators.”,1,1
farm...”,1,1
pseudonyms.,1,1
self-identif,1,1
caregiv,1,1
better…everi,1,1
crop.’,1,1
viability.,1,1
"profit,",1,1
criterion,1,1
"sandra,",1,1
sexism,1,1
fulltim,1,1
[identifi,1,1
farmer],1,1
"annoyance,",1,1
anger…i,1,1
longer.’”,1,1
actually…i,1,1
defer,1,1
questions.”,1,1
“farmer’,1,1
wife”,1,1
tanya’,1,1
female-femal,1,1
contributors.,1,1
knowledge-shar,1,1
(1996),1,1
"“truth,”",1,1
truths.,1,1
(19).,1,1
institutionally.,1,1
"applicable,",1,1
haraway,1,1
“situated…which,1,1
"within,",1,1
circumstances”,1,1
(590).,1,1
"conversations,",1,1
(pfi),1,1
“…there,1,1
questions…”,1,1
flourish.,1,1
counterintuit,1,1
undercut,1,1
philosophy.”,1,1
adapt.,1,1
becomes:,1,1
yield.,1,1
“feminine”,1,1
"nurture,",1,1
“masculine”,1,1
caregiver.,1,1
tanya:,1,1
example.”,1,1
…suppli,1,1
"delimitation,",1,1
paper”,1,1
invulnerable.”,1,1
"handke,",1,1
round”,1,1
tromp,1,1
l’oeil,1,1
illustration.,1,1
"specimens,",1,1
vulnerability.,1,1
"(opossum,",1,1
deer),1,1
_rootstalk:,1,1
"arts_,",1,1
295:,1,1
user-friend,1,1
herculean,1,1
"editor-in-chief,",1,1
"mcfate,",1,1
bazil,1,1
mupisiri,1,1
"’18,",1,1
tapiwanash,1,1
’19),1,1
brosseau,1,1
’17,1,1
class),1,1
depends;,1,1
region;,1,1
"we,",1,1
"prarie,",1,1
settle:,1,1
it—though,1,1
beginning—quick,1,1
well-run,1,1
entails.,1,1
"work""",1,1
"restoration""",1,1
back-fir,1,1
burn.,1,1
"communities—small,",1,1
—which,1,1
reads:,1,1
overspread,1,1
_rootstalk_,1,1
easternmost,1,1
99.9%,1,1
"laos,",1,1
somalia.,1,1
wellspr,1,1
disparag,1,1
nostalgia.,1,1
simple-mind,1,1
reactionari,1,1
"worst,",1,1
un-american.,1,1
"forward-looking,",1,1
"beginnings,",1,1
legitimaci,1,1
“homesickness”,1,1
change-induc,1,1
"gentleman,",1,1
technology-driven,1,1
transformation:,1,1
"decentralized,",1,1
"centralized,",1,1
transcontinent,1,1
immigrants.,1,1
"technologies,",1,1
incandesc,1,1
"lighting,",1,1
refrigeration.,1,1
automobile—noth,1,1
rapidly.,1,1
"urban,",1,1
"polyethnic,",1,1
railroad-,1,1
automobile-ori,1,1
elicit,1,1
"reluctant,",1,1
"unwilling,",1,1
(1875-1941).,1,1
upheav,1,1
"mid-thirties,",1,1
"ago,”",1,1
preserve:,1,1
unincorpor,1,1
collections.,1,1
several-gener,1,1
lineag,1,1
extraordinarili,1,1
nonconformity:,1,1
streak;,1,1
domophilia:,1,1
"homey,",1,1
domesticity;,1,1
romanticism:,1,1
aestheticism:,1,1
"aptitude,",1,1
design-mindedness;,1,1
manage:,1,1
(water,1,1
"backyard),",1,1
"lamps,",1,1
(fireplac,1,1
concess,1,1
"1932,",1,1
"furnished,",1,1
singing.,1,1
favorite—“lord,1,1
"lovel,”",1,1
"john,”",1,1
raggl,1,1
taggl,1,1
"gypsies,",1,1
o!”,1,1
frock,1,1
"coat,",1,1
"waistcoat,",1,1
accommodations.,1,1
"coming,”",1,1
"bushes,",1,1
"homemaker,",1,1
"gardener,",1,1
"sociable,",1,1
talkative.,1,1
facial,1,1
"complexion,",1,1
"smallpox,",1,1
"self-conscious,",1,1
heavier.,1,1
expon,1,1
1926,1,1
"genial,",1,1
"exception,",1,1
antiques.”,1,1
"sentiment,",1,1
bicker,1,1
dictate.,1,1
"queerness,",1,1
“delight,1,1
collector”,1,1
stake.,1,1
self-possess,1,1
wilde’,1,1
much-public,1,1
imprisonment.,1,1
ralph?”,1,1
evas,1,1
well-rehearsed:,1,1
matrimoni,1,1
nosy.,1,1
afterglow,1,1
"appeal,",1,1
1840s—just,1,1
earlier—a,1,1
"contemporaries,",1,1
from…an,1,1
novel…fil,1,1
glamor,1,1
ago—th,1,1
1940s—would,1,1
discomfit,1,1
early-marriag,1,1
milwaukee.,1,1
far—occasion,1,1
"watertown,",1,1
ancestors’,1,1
railroads’,1,1
"railway,",1,1
railway’,1,1
milwaukee’,1,1
walker’,1,1
1875,1,1
"250,000,",1,1
"ireland,",1,1
"poland,",1,1
"district,",1,1
populace.,1,1
evelin,1,1
"quieter,",1,1
"greener,",1,1
from—and,1,1
congest,1,1
advantages:,1,1
1897,1,1
1900,1,1
1904,1,1
“delic,1,1
interpretation.”,1,1
delicaci,1,1
vim,1,1
"technique,”",1,1
"selections,”",1,1
“his,1,1
poetic,1,1
"pianists,",1,1
died—hi,1,1
"delavan,",1,1
delavan,1,1
"walworth,",1,1
walworth,1,1
"1908,",1,1
58.,1,1
32.,1,1
"racine,",1,1
“attack,1,1
poisoning.”,1,1
1840s-settl,1,1
"overcrowding,",1,1
"sanitation,",1,1
"integrated,",1,1
citywid,1,1
"charities,",1,1
movement—to,1,1
employers.,1,1
racine’,1,1
"porter,",1,1
village’,1,1
porter’,1,1
whimsic,1,1
porter.,1,1
"was...optimistic,",1,1
much-admir,1,1
awareness:,1,1
old?”,1,1
"dreamer,",1,1
indispos,1,1
"domestic,",1,1
historical.,1,1
sort—attend,1,1
ministri,1,1
others.”,1,1
"warner,",1,1
needi,1,1
"serve,",1,1
infanc,1,1
seminarian,1,1
members.),1,1
rile,1,1
automobilists.,1,1
"attractive,",1,1
“old-fashion,1,1
things”—a,1,1
"spare,",1,1
"hubbard,",1,1
"periodicals,",1,1
"metalwork,",1,1
ethos.,1,1
published.,1,1
sixteenth-centuri,1,1
da,1,1
correggio.,1,1
hubbard,1,1
“had,1,1
nothing”,1,1
"traveling,",1,1
peasant,1,1
chubbi,1,1
allegri’,1,1
scrapbook:,1,1
“smile,1,1
"good-cheer,",1,1
amused.”,1,1
“tire,1,1
earth”,1,1
1900s,1,1
shift:,1,1
“singl,1,1
"separation,",1,1
society—how,1,1
pensiv,1,1
them!,1,1
return!”16,1,1
period—includ,1,1
poetry—celebr,1,1
"century,”",1,1
prefatori,1,1
man-child,1,1
"sturdy,",1,1
enmity—god’,1,1
"fatherhood,",1,1
brotherhood,1,1
century”,1,1
"bulb,",1,1
progress.,1,1
red-gold,1,1
machines:,1,1
"typewriter,",1,1
"telegraph,",1,1
"streetcar,",1,1
"dynamo,",1,1
"reaper,",1,1
"locomotive,",1,1
automobile.17,1,1
technology-induc,1,1
"accelerated,",1,1
railroads.,1,1
"neurasthenia,",1,1
"“overwork,",1,1
"crowdedness,",1,1
"ennui,",1,1
commission,1,1
antiquities.,1,1
"minister,",1,1
ministry:,1,1
hand-color,1,1
"nutting,",1,1
days—coloni,1,1
"exteriors,",1,1
bucol,1,1
"settings,",1,1
reproductions.,1,1
“hous,1,1
museums”,1,1
showroom,1,1
attir,1,1
pictures:,1,1
silhouet,1,1
snowi,1,1
rugs.,1,1
winter—hous,1,1
"noisy,",1,1
"crowded,",1,1
“psychologist,1,1
‘americanitis’,1,1
"malady,",1,1
wholesom,1,1
far-fam,1,1
(1870-1946),1,1
reform-mind,1,1
mid-thirti,1,1
1907,1,1
grayson.,1,1
"indistinct,",1,1
travel.,1,1
"seventeen,",1,1
inscrut,1,1
glorify.,1,1
"senses,",1,1
"nerves,",1,1
attainment.,1,1
loiter,1,1
"wayside,",1,1
lash.,1,1
"truthfully,",1,1
rested.,1,1
reflected.,1,1
"pleasure,",1,1
"fever,",1,1
"attain,",1,1
rebellion,1,1
"illusions,",1,1
unreal.,1,1
unguess,1,1
born:,1,1
embarked.,1,1
crowds.,1,1
"referred,",1,1
city-cent,1,1
rurality.,1,1
critiqu,1,1
conformist,1,1
baker’s—rail,1,1
“slaveri,1,1
spirit”—wa,1,1
extraordinary.,1,1
thirties—pursu,1,1
"pianist,",1,1
work—had,1,1
hard-driv,1,1
baker.,1,1
baker’s.,1,1
frazzl,1,1
repositori,1,1
furnished.,1,1
"curiosities,",1,1
visited—wheth,1,1
publications—th,1,1
unlov,1,1
defiance.,1,1
all-american,1,1
"stowe,",1,1
(dmww),1,1
"alumnus,",1,1
1981.,1,1
dmww’s,1,1
stowe’,1,1
"nitrates,",1,1
dismissed.,1,1
_human,1,1
ignorance.,1,1
"competence,",1,1
rewards.,1,1
germplasm,1,1
community...,1,1
systems._,1,1
heritages.,1,1
once-common,1,1
mccouch,1,1
mccouch’,1,1
890-acr,1,1
non-government,1,1
savers’,1,1
ott,1,1
diane’,1,1
"festina,",1,1
"grew,",1,1
acquisitions.,1,1
grapevines.,1,1
department’,1,1
500-800,1,1
evaluation.,1,1
crop-specif,1,1
"granddaughters,",1,1
banks.,1,1
thermostat,1,1
generator.,1,1
cupboard,1,1
"disappearance,",1,1
decentr,1,1
yearbook.,1,1
600-page,1,1
rené,1,1
vellvé,1,1
passage:,1,1
withstand,1,1
spaniard,1,1
"inedible,",1,1
"hands-on,",1,1
panorama,1,1
"needs,",1,1
reproduced—or,1,1
existence.2,1,1
relationship-build,1,1
saving.,1,1
exceptional.,1,1
historian.,1,1
"emails,",1,1
ogle-riccellis.,1,1
"ogle-riccelli,",1,1
"michele,",1,1
"theresa,",1,1
chad’,1,1
90-year-old,1,1
"italian,",1,1
theresa’,1,1
giovanni,1,1
"scarcello,",1,1
itali,1,1
"appetizer,",1,1
"sardas,",1,1
anchovies.,1,1
oil.,1,1
hospitality.,1,1
trust.,1,1
property;,1,1
"pepper,",1,1
"sauce,",1,1
parmigiano-reggiano,1,1
"cheese,",1,1
pasta.,1,1
come…,1,1
heritage.”,1,1
pepper’,1,1
"continent,",1,1
ontario,1,1
10-40,1,1
senesc,1,1
lightning-caus,1,1
browser,1,1
grassland-woodland,1,1
"interaction,",1,1
change—so,1,1
nowadays—affect,1,1
phenomenon.,1,1
"fluctuation,",1,1
review:,1,1
biology),1,1
"examine,",1,1
extant,1,1
recent.,1,1
science’,1,1
"sediments,",1,1
"reefs,",1,1
"rings,",1,1
"evolution,",1,1
3.1,1,1
(67,1,1
history),1,1
"certainty,",1,1
"warmer,",1,1
archean,1,1
"85°c,",1,1
185°f),1,1
precambrian.,1,1
punctuat,1,1
"glaciation,",1,1
planetoid,1,1
"theia,",1,1
tidal,1,1
day/night,1,1
"basins,",1,1
prokaryot,1,1
3.5,1,1
(year,1,1
present).,1,1
phases.,1,1
99.87,1,1
recurr,1,1
precambrian,1,1
glaciations—at,1,1
740,1,1
580,1,1
ybp—and,1,1
glaciation—which,1,1
years—and,1,1
"icehouse,",1,1
540,1,1
years—at,1,1
440,1,1
brink,1,1
"2015),",1,1
biomes.,1,1
changes—from,1,1
ice-cov,1,1
icehouse—caus,1,1
important;,1,1
now—driven,1,1
activity—i,1,1
"variation,",1,1
"phanerozoic,",1,1
"marine,",1,1
equatori,1,1
tropical-lik,1,1
carbonifer,1,1
(318-299,1,1
ago)—th,1,1
deposits—wa,1,1
lepidodendron,1,1
calamit,1,1
(larg,1,1
tree-lik,1,1
extinct).,1,1
cenozoic.,1,1
(laramid,1,1
mountains),1,1
mesozoic.,1,1
paleocene-eocen,1,1
(petm),1,1
hansen,1,1
sato,1,1
25°c,1,1
(77°f),1,1
average.,1,1
28°c,1,1
(82.5°f).,1,1
14.5°c,1,1
"(58°f),",1,1
24°f,1,1
subtrop,1,1
"crocodiles,",1,1
"2014),",1,1
74°f,1,1
icehouse.,1,1
18°,1,1
20°c,1,1
(64°,1,1
"68°f,",1,1
9°f,1,1
today),1,1
oligocen,1,1
"orchard,",1,1
grassland/savanna,1,1
"ashfall,",1,1
"rhino,",1,1
"miocene,",1,1
pliocene.,1,1
50-60,1,1
(strömberg,1,1
mcinerney,1,1
do—a,1,1
prairie—big,1,1
bluestem—ar,1,1
glacial-interglaci,1,1
"800,000",1,1
4°c,1,1
"(7°f),",1,1
9°c,1,1
(16°f),1,1
(histori,1,1
climate).,1,1
5).,1,1
correlation—ar,1,1
other?,1,1
years),1,1
fluctuation.,1,1
"88,000",1,1
"pleistocene,",1,1
"11,800",1,1
epoch,1,1
palynology—th,1,1
"spores,",1,1
"dinoflagellates,",1,1
“palynomorphs.”,1,1
palynomorph,1,1
(5,1,1
µm),1,1
"sporopollenin,",1,1
"dinosporin,",1,1
(aasp—th,1,1
paleoclim,1,1
diagram,1,1
(grass,1,1
structure),1,1
"9,000",1,1
prominent.,1,1
frame).,1,1
"goosefoot,",1,1
ground),1,1
"32,000",1,1
10),1,1
too—for,1,1
climbed—th,1,1
pleistocene.,1,1
epica,1,1
holocene).,1,1
“lgm”,1,1
"frequency,",1,1
“war”,1,1
"landscape),",1,1
"biomes,",1,1
"4,000",1,1
8).,1,1
"eastward,",1,1
biome),1,1
"waned,",1,1
hco.,1,1
(through,1,1
sedimentari,1,1
environments),1,1
"photosynthesis,",1,1
"migrating,",1,1
biome—th,1,1
it—wa,1,1
"occurred,",1,1
periods.,1,1
"organisms),",1,1
southward-mov,1,1
"removed),",1,1
processes:,1,1
"production),",1,1
survival),1,1
offspring).,1,1
anemochori,1,1
(wind,1,1
"dispersal),",1,1
endozoochori,1,1
ectozoochori,1,1
dispersal.,1,1
short-liv,1,1
(annual,1,1
biennials),1,1
long-liv,1,1
(perennials).,1,1
"survival,",1,1
migrates.,1,1
populations;,1,1
units.,1,1
behavior.,1,1
subtract,1,1
species-specif,1,1
refugi,1,1
(place,1,1
"survive),",1,1
speciation.,1,1
africa,1,1
rates—80,1,1
(found,1,1
earth).,1,1
rarity.,1,1
species—western,1,1
(platanthera,1,1
"praeclara),",1,1
(lespedeza,1,1
"leptostachya),",1,1
mead’,1,1
meadii).,1,1
species—that,1,1
yucca,1,1
tier,1,1
plains).,1,1
state-wide.,1,1
mixes.,1,1
imperative;,1,1
"signature,",1,1
locally-determin,1,1
biogeograph,1,1
"boundaries,",1,1
"does),",1,1
species-rich,1,1
biogeographi,1,1
(liatri,1,1
punctata),1,1
scarlet,1,1
guara,1,1
(gaura,1,1
coccinea),1,1
damper,1,1
(southwest,1,1
moraines),1,1
large-flow,1,1
(penstemon,1,1
"grandiflorus),",1,1
disjunct,1,1
"biogeography,",1,1
hco,1,1
"(5,000",1,1
ago),1,1
"hco,",1,1
entrench,1,1
encroachment.,1,1
"appreciate,",1,1
protect.,1,1
climates—som,1,1
paper—two,1,1
"shuffling,",1,1
"mixing,",1,1
advances.,1,1
"greenhouses,",1,1
"rebounded,",1,1
fickl,1,1
climate—dur,1,1
astounding—rang,1,1
"10,000,000",1,1
(zacho,1,1
2001).,1,1
scales;,1,1
"7,000",1,1
trend—th,1,1
"ambiguous,",1,1
atmosphere?,1,1
[mustard,1,1
“agro-ecolog,1,1
intern”.,1,1
deprogram,1,1
technology-satur,1,1
"leading,",1,1
cycle),1,1
"2,000—is",1,1
laptop,1,1
goat-them,1,1
wi-fi,1,1
cybernet,1,1
grid.,1,1
dosag,1,1
4g,1,1
"outlets,",1,1
"gorgeous,",1,1
"golden,",1,1
"magical,",1,1
kingdom.,1,1
agoraphobe.,1,1
-scale,1,1
"(which,",1,1
"practices),",1,1
ten-acr,1,1
"1,000-acr",1,1
plumbing;,1,1
ined,1,1
uninsul,1,1
meals.,1,1
oven—on,1,1
"97°f,",1,1
humidity—so,1,1
airflow,1,1
"dick,",1,1
“normal”,1,1
generates.,1,1
"weeding,",1,1
"organizing,",1,1
retent,1,1
steel-blad,1,1
hoe.,1,1
scythe.,1,1
(with,1,1
"vegetables),",1,1
"cleanup,",1,1
groggili,1,1
dressed;,1,1
(refil,1,1
cooperative),1,1
cabin-lik,1,1
"bookshelves,",1,1
"(food,",1,1
etc.).,1,1
wall—a,1,1
sonnet,1,1
chard.,1,1
jugs.,1,1
“trombon,1,1
"oil,”",1,1
"“vodka,”",1,1
“orphan,1,1
tears.”,1,1
"hydrated,",1,1
"duties,",1,1
cantaloup,1,1
10:30,1,1
"turnip,",1,1
"quiche,",1,1
solar-h,1,1
"oven,",1,1
veggies.,1,1
"certain,",1,1
nondenomin,1,1
e”,1,1
(mystery),1,1
"jokes,",1,1
"regrouping,",1,1
evaporation.,1,1
duty.,1,1
"maurin,",1,1
dorothi,1,1
"1933,",1,1
universities”,1,1
ingeni,1,1
sweatili,1,1
contemplation.,1,1
slovenian,1,1
slavoj,1,1
zizek’,1,1
feminist,1,1
nadya,1,1
"tolokonnikova,",1,1
noam,1,1
chomsky’,1,1
anarchism.,1,1
lamp.,1,1
shadow-blanket,1,1
"toads,",1,1
k-3,1,1
vegetables;,1,1
astronaut,1,1
space-themed.,1,1
turnip,1,1
comet,1,1
meteors”,1,1
kid-friend,1,1
“guerrilla,1,1
gardening”,1,1
"bombs""",1,1
illustrations.,1,1
harvesters.,1,1
time—about,1,1
week—,1,1
member’,1,1
"relations,",1,1
roundtabl,1,1
discussions-potluck,1,1
“potluck”,1,1
1852).,1,1
catholic,1,1
on-farm,1,1
left-w,1,1
supper.,1,1
anti-dakota,1,1
"protest,",1,1
small—but,1,1
insignificant—way.,1,1
chillest,1,1
easy-go,1,1
ethic.,1,1
"busy,",1,1
"low-input,",1,1
refugees).,1,1
alice’,1,1
uniqueness.,1,1
"national,",1,1
usual.,1,1
"minimum,",1,1
"welfare,",1,1
consumption.,1,1
farm-grown,1,1
expir,1,1
cooperative;,1,1
pantries.,1,1
"maximally,",1,1
dissent;,1,1
stressful.,1,1
arsenal,1,1
non-electr,1,1
tools.,1,1
dangerous.,1,1
tempor,1,1
"drawbacks,",1,1
"unavoidably,",1,1
"unsustainably,",1,1
workers—but,1,1
transgress,1,1
do-good,1,1
insane.,1,1
benefactor);,1,1
biking.,1,1
"imperfection,",1,1
justice-,1,1
evil,1,1
choice.*,1,1
farm!,1,1
"adjusted,",1,1
"useful,",1,1
"improves,",1,1
"appeared,",1,1
“polit,1,1
_ekphrasis_,1,1
selfless,1,1
"servant,",1,1
ceaseless,1,1
"bends,",1,1
"breaks,",1,1
"hunger,",1,1
running:,1,1
"creature,",1,1
inert,1,1
owl’,1,1
lucid,1,1
simulacrum,1,1
pane,1,1
distort,1,1
pause.,1,1
"blurring,",1,1
quicken,1,1
alight,1,1
***_passerina,1,1
cyanea_***,1,1
"sharp,",1,1
"voluble,",1,1
pairs:,1,1
“what!,1,1
what!,1,1
"recognizable,",1,1
"breed,",1,1
“song,1,1
neighborhoods”,1,1
all-blu,1,1
gusto,1,1
"canaries,”",1,1
shrubbi,1,1
"bunting,",1,1
***_pandion,1,1
haliaetus_***,1,1
"high-pitched,",1,1
call—or,1,1
"increases,",1,1
squeal.,1,1
"shorelines,",1,1
"nests,",1,1
gleaming.,1,1
rangi,1,1
ddt.,1,1
"osprey,",1,1
***_accipit,1,1
cooperii_***,1,1
"fliers,",1,1
prowl,1,1
glide.,1,1
"lookalike,",1,1
sharp-shin,1,1
identifications.,1,1
seeds).,1,1
"cak-cak-cak,",1,1
2-5,1,1
kik,1,1
are;,1,1
whaa,1,1
***_bubo,1,1
virginianus_***,1,1
earlik,1,1
"tufts,",1,1
yellow-ey,1,1
"stare,",1,1
great-,1,1
storybooks.,1,1
daintier,1,1
"scorpions,",1,1
"mice,",1,1
"deserts,",1,1
semi-open,1,1
tropics.,1,1
),1,1
stutter,1,1
rhythm:,1,1
hoo-h’hoo-hoo-hoo.,1,1
duet,1,1
female’,1,1
male’s.,1,1
"whistles,",1,1
"barks,",1,1
"shrieks,",1,1
"coos,",1,1
cries.,1,1
"owl,",1,1
gaunt,1,1
tapiwa,1,1
activist.,1,1
activist?,1,1
9/11/01.,1,1
reveng,1,1
[community],1,1
[involv,1,1
to?,1,1
2002—a,1,1
9/11—to,1,1
"torture,",1,1
"protests,",1,1
activism]wa,1,1
[up,1,1
involvement].,1,1
[meant,1,1
i]wa,1,1
meant.,1,1
[means],1,1
choice].,1,1
spiritual.,1,1
scenarios—mayb,1,1
just—i,1,1
grossest,1,1
thing—so,1,1
]littl,1,1
[had,1,1
been]bas,1,1
[protest],1,1
hurdle.,1,1
connecting],1,1
life-giving.,1,1
[becaus,1,1
"arrested,",1,1
offenses;,1,1
misdemeanors.,1,1
ok;,1,1
people—sentenc,1,1
irrat,1,1
sentences.,1,1
three-month,1,1
six-month,1,1
sentence.,1,1
attacks.,1,1
"afghanistan,",1,1
pakistan,1,1
"killing,",1,1
[stacking],1,1
firewood.,1,1
rescuer,1,1
afghanistan;,1,1
atmosphere...,1,1
disobedi,1,1
resisted.,1,1
court’s],1,1
limbo,1,1
"occupy,",1,1
movements],1,1
"path,",1,1
joining.,1,1
[chuckles],1,1
yes,1,1
"sir,",1,1
"uhmm,",1,1
[long,1,1
pause].,1,1
"cetera,",1,1
resistor,1,1
yeah;,1,1
worse?,1,1
"grinnell],",1,1
planned.,1,1
meet.,1,1
[along,1,1
"staying,",1,1
so?,1,1
1st?,1,1
safe;,1,1
"organizers,",1,1
escort.,1,1
rally;,1,1
protest],1,1
conglomer,1,1
"[know,",1,1
to]just,1,1
change].,1,1
syrian-american,1,1
liberal.,1,1
poisonous.,1,1
"disapproval,",1,1
scoffed.,1,1
normalized.,1,1
exhausting—and,1,1
ambassador.,1,1
"exhausting,",1,1
country?,1,1
"vacations,",1,1
brunch,1,1
chick-fil-a.,1,1
assumption.,1,1
college?,1,1
racists.,1,1
"backwards,",1,1
"“us”,",1,1
"“us’s”,",1,1
"etc.,",1,1
climate?,1,1
(grant,1,1
anybody).,1,1
repel,1,1
affiliation.,1,1
islam,1,1
allies?,1,1
"faith),",1,1
campus?,1,1
msa,1,1
formally.,1,1
dimensional.,1,1
representative.,1,1
borderlin,1,1
"elected,",1,1
second-class,1,1
states).,1,1
claus,1,1
trumpism,1,1
blemish,1,1
asking?,1,1
"stereotypes,",1,1
"attitudes,",1,1
"misinformed,",1,1
stigma.,1,1
attack.,1,1
attitude.,1,1
anti-nationalist,1,1
behavior;,1,1
"islam,",1,1
"buddhism,",1,1
"christianity,",1,1
extracurricular,1,1
macpherson’,1,1
"spirited,",1,1
inconsequenti,1,1
"avoid,",1,1
