Content Path,Filename,develop Link,main Link,Production Link,title,last_modified_at,to-do List,articleIndex,description,azure_dir,Obsolete Front Matter,contributors,contributor.role,contributor.name,contributor.headshot,contributor.caption,contributor.bio,categories,header_image,header_image.filename,header_image.alt_text,tags,byline,byline2,subtitle,no_leaf_bug,index,date,draft
past-issues/volume-v-issue-1,healing-the-smallest-casualty,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-v-issue-1/healing-the-smallest-casualty ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-v-issue-1/healing-the-smallest-casualty ,https://rootstalk.grinnell.edu/past-issues/volume-v-issue-1/healing-the-smallest-casualty ,Healing the Smallest Casualty,2023-09-19 15:10:29,,22,"It's a long way from Iraq's battlefields to running a small town barbershop. But because of a little boy's smile, maybe not so fa...",rootstalk-2018-fall,[],1,author,Randall Hotchkin,grinnell_28442_OBJ.jpg,,"[Randall Hotchkin](https://www.facebook.com/RJsBarberShoppe) served as an Air Force Medic in Balad, Iraq from August 2004 to Janu...",Memoir,True,grinnell_28408_OBJ.jpg,,,,,,,,2020-08-06 15:55:38,False
past-issues/volume-v-issue-1,on-the-changing-nature-of-the-obituary,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-v-issue-1/on-the-changing-nature-of-the-obituary ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-v-issue-1/on-the-changing-nature-of-the-obituary ,https://rootstalk.grinnell.edu/past-issues/volume-v-issue-1/on-the-changing-nature-of-the-obituary ,On the Changing Nature of the Obituary,2023-09-19 15:10:29,,29,Want to know how prairie culture has changed? Consult the obituaries in your local paper.,rootstalk-2018-fall,[],1,author,Mary Kay Shanley,grinnell_28443_OBJ.png,,"[Mary Kay Shanley](http://www.marykayshanley.com) began her career with the <span style=""font-style:normal"">[Des Moines Register]...",Essay,True,grinnell_28410_OBJ.jpg,,,,,,,,2020-08-06 15:59:41,False
past-issues/volume-v-issue-1,two-poems-richard-luftig,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-v-issue-1/two-poems-richard-luftig ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-v-issue-1/two-poems-richard-luftig ,https://rootstalk.grinnell.edu/past-issues/volume-v-issue-1/two-poems-richard-luftig ,Two Poems,2023-09-19 15:10:29,,91,"Richard Luftig's second appearance on our pages features an imagined road trip, and the solace of endurance in winter.",rootstalk-2018-fall,[],1,author,Richard Luftig,grinnell_28444_OBJ.jpg,,Richard Luftig is a former professor of educational psychology and special education at [Miami University in Ohio](https://www.mi...,Poetry,True,grinnell_28411_OBJ.jpg,,,,,,,,2020-08-06 15:59:41,False
past-issues/volume-v-issue-1,two-poems-rodney-nelson,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-v-issue-1/two-poems-rodney-nelson ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-v-issue-1/two-poems-rodney-nelson ,https://rootstalk.grinnell.edu/past-issues/volume-v-issue-1/two-poems-rodney-nelson ,Two Poems,2023-09-19 15:10:29,,103,In this poet's work the prairie's weathers have an intimate connection to the landscape's history.,rootstalk-2018-fall,[],1,author,Rodney Nelson,grinnell_28438_OBJ.jpg,,Rodney Nelson’s work began appearing in mainstream journals long ago. See his page in the *Poets & Writers* directory at http://w...,Poetry,True,grinnell_28452_OBJ.jpg,,,,,,,,2020-08-06 16:33:19,False
past-issues/volume-v-issue-1,building-the-agricultural-city,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-v-issue-1/building-the-agricultural-city ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-v-issue-1/building-the-agricultural-city ,https://rootstalk.grinnell.edu/past-issues/volume-v-issue-1/building-the-agricultural-city ,"Robert Wolf's ""Building The Agricultural City: A Handbook for Rural Renewal""",2023-09-19 15:10:29,,98,"This contributor, a soil scientist, environmental activist and farmer, reviews a new book offering a vision of rural prairie revi...",rootstalk-2018-fall,[],1,author,Fred Kirschenmann,grinnell_28449_OBJ.jpg,,[Frederick L. Kirschenmann](https://www.leopold.iastate.edu/people/frederick-kirschenmann) shares an appointment as Distinguished...,Review,True,grinnell_28421_OBJ.jpg,,book review,,,,,,2020-08-06 15:53:42,False
past-issues/volume-v-issue-1,mammals-of-the-prairie,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-v-issue-1/mammals-of-the-prairie ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-v-issue-1/mammals-of-the-prairie ,https://rootstalk.grinnell.edu/past-issues/volume-v-issue-1/mammals-of-the-prairie ,Mammals of the Prairie,2023-09-19 15:10:29,,39,"In this issue we're publishing a variation on our ""Birds of the Prairie"" feature. This time, it's ""Mammals of the Prairie.""",rootstalk-2018-fall,[],2,photographer,Bruce Leventhal,,,,Multimedia Essay,True,grinnell_28308_OBJ.jpg,,,by Bruce Leventhal and Ken Saunders II,,,,,2020-08-06 15:48:30,False
past-issues/volume-v-issue-1,extraction-roots-energy-plains,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-v-issue-1/extraction-roots-energy-plains ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-v-issue-1/extraction-roots-energy-plains ,https://rootstalk.grinnell.edu/past-issues/volume-v-issue-1/extraction-roots-energy-plains ,"Extraction, Roots, Energy, and The Plains",2023-09-19 15:10:29,,105,"This scholar of Native American culture meditates on the meaning of roots, and the challenge to them represented by energy extrac...",rootstalk-2018-fall,[],1,author,Sebastian Braun,grinnell_28441_OBJ.jpg,,"[Sebastian Braun](https://amin.las.iastate.edu/directory/sebastian-braun) earned a Master’s degree in ethnology, history, and phi...",Essay,True,grinnell_28407_OBJ.jpg,,,,,,,,2020-08-06 15:55:03,False
past-issues/volume-v-issue-1,first-taste-of-freedom,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-v-issue-1/first-taste-of-freedom ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-v-issue-1/first-taste-of-freedom ,https://rootstalk.grinnell.edu/past-issues/volume-v-issue-1/first-taste-of-freedom ,A Child's First Taste of Freedom,2023-09-19 15:10:29,,20,"A costume, a pillow case, a couple of friends, and a whole town to roam in: that was Halloween for this coffee shop owner.",rootstalk-2018-fall,[],1,author,Sam Cox,grinnell_28431_OBJ.png,,"Sam Cox is the proprietor of the [Saints Rest Coffee House,](https://www.saintsrestcoffee.com)  one of the fixtures of daily life...",Memoir,True,grinnell_28430_OBJ.jpg,,,,,,,,2020-08-06 13:49:54,False
past-issues/volume-v-issue-1,worthless-rocks,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-v-issue-1/worthless-rocks ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-v-issue-1/worthless-rocks ,https://rootstalk.grinnell.edu/past-issues/volume-v-issue-1/worthless-rocks ,Worthless Rocks,2023-09-19 15:10:30,,35,"On any given outing on the prairie, you might just turn over an artifact from the country's indigenous past. Or maybe not...",rootstalk-2018-fall,[],1,author,John C. Whittaker,whittaker-headshot.png,,[John Whittaker](https://www.grinnell.edu/user/whittake) has been teaching [anthropology](https://www.grinnell.edu/academics/majo...,Essay,True,arrowheads.jpg,,,,,,,,2020-10-26 18:24:44,False
past-issues/volume-v-issue-1,two-poems-john-grey,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-v-issue-1/two-poems-john-grey ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-v-issue-1/two-poems-john-grey ,https://rootstalk.grinnell.edu/past-issues/volume-v-issue-1/two-poems-john-grey ,Two Poems,2023-09-19 15:10:29,,81,The poet--an Australian transplant--takes on the autumn's changeable weather and its effect on we who move through it.,rootstalk-2018-fall,[],1,author,John Grey,,,,Poetry,True,grinnell_28422_OBJ.jpg,,,,,,,,2020-08-06 05:08:57,False
past-issues/volume-v-issue-1,my-integrated-life-pt-1,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-v-issue-1/my-integrated-life-pt-1 ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-v-issue-1/my-integrated-life-pt-1 ,https://rootstalk.grinnell.edu/past-issues/volume-v-issue-1/my-integrated-life-pt-1 ,My Integrated Life,2023-09-19 15:10:29,,64,"Musician, journalist, educator with a 40-year career in the arts--our contributor has folded together multiple extraordinary lives.",rootstalk-2018-fall,[],1,author,Dartanyan Brown,brown-headshot.png,,"Dartanyan Brown is an Iowa musician, journalist and educator with a 40-year career in the arts. He is an inductee into the Iowa B...",Memoir,True,brown-header.png,,"music,technology,african american",,,Part 1,,,2020-08-06 05:05:14,False
past-issues/volume-v-issue-1,_index,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-v-issue-1/ ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-v-issue-1/ ,https://rootstalk.grinnell.edu/past-issues/volume-v-issue-1/ ,"Volume V, Issue 1",2023-05-11 16:23:52,,0,Fall 2018,rootstalk-2018-fall,"['issueIndex', 'pid', 'sidebar', 'issue']",,,,,,,,,,,,,,,,,,
past-issues/volume-v-issue-1,the-hottest-car-in-town,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-v-issue-1/the-hottest-car-in-town ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-v-issue-1/the-hottest-car-in-town ,https://rootstalk.grinnell.edu/past-issues/volume-v-issue-1/the-hottest-car-in-town ,The Hottest Car in Town,2023-09-19 15:10:29,,14,There was a time for this retired farmer when Saturday night in his small prairie town was a hot car and someone to race.,rootstalk-2018-fall,[],1,author,Allan Moyer,grinnell_28448_OBJ.png,,Allan Moyer was born in 1930 at home in [Poweshiek County](http://poweshiekcounty.org) in Iowa. He was the middle child in a fami...,Memoir,True,grinnell_28416_OBJ.jpg,,,,,,,,2020-08-06 15:59:41,False
past-issues/volume-ii-issue-2,thomasch-2,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/thomasch-2 ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/thomasch-2 ,https://rootstalk.grinnell.edu/past-issues/volume-ii-issue-2/thomasch-2 ,“We Lived There Ourselves for Forty-some Years” Lives Spent on the Iowa Prairie,2023-09-19 15:10:21,,53,,rootstalk-2016-spring,[],,,,,,,Interview,True,thomasch-header.png,,,by Emma Thomasch,,,,thomasch-2,05/10/2022 21:25:24,False
past-issues/volume-ii-issue-2,wannamaker,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/wannamaker ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/wannamaker ,https://rootstalk.grinnell.edu/past-issues/volume-ii-issue-2/wannamaker ,The Medicine Rock of South Dakota,2023-09-19 15:10:21,,74,,rootstalk-2016-spring,[],1,author,Corey Wannamaker,Corey_Headshot.jpg,Photo courtesy of Corey Wannamaker,Corey Wannamaker graduated from the University of South Dakota in 2014 with a Bachelor’s degree in History and English. She worke...,,True,medicine-rock-header.png,,,"Corey Wannamaker, on behalf of the Dakota Sunset Museum",,,,wannamaker,05/10/2022 21:25:24,False
past-issues/volume-ii-issue-2,water-dance,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/water-dance ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/water-dance ,https://rootstalk.grinnell.edu/past-issues/volume-ii-issue-2/water-dance ,The National Water Dance Comes to the Prairie,2023-09-19 15:29:06,Video clips are missing,1,,rootstalk-2016-spring,[],,,,,,,Unassigned,True,nwd-header.png,Individuals performing a water dance.,,by John Brady,,,,non-article-media-1,05/10/2022 21:25:24,False
past-issues/volume-ii-issue-2,herrnstadt,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/herrnstadt ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/herrnstadt ,https://rootstalk.grinnell.edu/past-issues/volume-ii-issue-2/herrnstadt ,Closeup: Steven Herrnstadt,2023-09-19 15:10:20,,69,,rootstalk-2016-spring,[],1,photographer,Steven Herrnstadt,Steven_H_crop.jpg,Photo courtesy of Steven Herrnstadt, ,Closeup,True,herrnstadt-header.png,,,,,,,herrnstadt,05/10/2022 21:25:24,False
past-issues/volume-ii-issue-2,harris-love,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/harris-love ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/harris-love ,https://rootstalk.grinnell.edu/past-issues/volume-ii-issue-2/harris-love ,Minnesota is a Temperamental Artist,2023-09-19 15:10:20,Attention: This article needs a header image.,67,,rootstalk-2016-spring,[],1,author,Michelle Harris-Love,Harris_Love.jpg,Photo courtesy of Michelle Harris-Love,"**Michelle Harris-Love** is a professor and researcher in Washington, DC, where she studies how the brain reorganizes to support ...",Poetry,,,,,,,,,harris-love,05/10/2022 21:25:24,False
past-issues/volume-ii-issue-2,jiminez,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/jiminez ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/jiminez ,https://rootstalk.grinnell.edu/past-issues/volume-ii-issue-2/jiminez ,Living on Quicksand,2023-09-19 15:10:20,,88,,rootstalk-2016-spring,[],1,Interviewee,“Rosa Jimenez”,CROPPED_Robles_profile_head_shot.jpg,Photo courtesy of Jon Andelson,"“Rosa Jimenez” is a pseudonym, but the facts of her life as recounted in the accompanying interview have not been changed, except...",Interview,True,rosa-header.jpg,,,"Jon Andelson, Madeline Warnick, and Karin Stein",,,,jiminez,05/10/2022 21:25:24,False
past-issues/volume-ii-issue-2,arena,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/arena ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/arena ,https://rootstalk.grinnell.edu/past-issues/volume-ii-issue-2/arena ,Jana the Biking Beekeeper,2023-09-19 15:10:20,,9,,rootstalk-2016-spring,[],1,Interviewee,Jana Kinsman,AA_BikeaBee_JanaPortrait_02_(1).jpg,Photo courtesy of Adam Alexander,"Jana Kinsman is a beekeeper and illustrator living in Chicago, IL. She has been beekeeping for five years, enjoys teaching and co...",Interview,True,arena-header.png,,,Sarah Arena,,,,arena,08/11/2021 13:38:17,False
past-issues/volume-ii-issue-2,editor,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/editor ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/editor ,https://rootstalk.grinnell.edu/past-issues/volume-ii-issue-2/editor ,Editors' Note,2023-09-19 15:10:20,,2,,rootstalk-2016-spring,[],,,,,,,Editor's Note,True,howland-header.png,,,,,,,editor,05/10/2022 21:25:24,False
past-issues/volume-ii-issue-2,atmore,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/atmore ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/atmore ,https://rootstalk.grinnell.edu/past-issues/volume-ii-issue-2/atmore ,"A Taste of Utopia: A Brief Introduction to Fairfield, IA",2023-09-19 15:29:06,,78,,rootstalk-2016-spring,[],1,author,Lane Atmore,Atmore.Headshot.png,Photo courtesy of Lane Atmore,"Lane Atmore is a fourth-year Anthropology and Chinese major at Grinnell College from St. Paul, Minnesota. She conducted an ethnog...",Unassigned,True,atmore-header.png,,,,,,,atmore,05/10/2022 21:25:24,False
past-issues/volume-ii-issue-2,kaiser,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/kaiser ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/kaiser ,https://rootstalk.grinnell.edu/past-issues/volume-ii-issue-2/kaiser ,Albert Kahn’s Architecture Comes to Grinnell,2023-09-19 15:10:20,,35,,rootstalk-2016-spring,[],1,author,Dan Kaiser,kaiser-headshot.png,Photo courtesy of Dan Kaiser,**Dan Kaiser** is retired from teaching Russian and European history at Grinnell College. After a career centered on places far a...,Essay,True,kaiser-header.png,,,,,,,kaiser,05/10/2022 21:25:24,False
past-issues/volume-ii-issue-2,birds,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/birds ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/birds ,https://rootstalk.grinnell.edu/past-issues/volume-ii-issue-2/birds ,Birds of the Prairie,2023-09-19 15:10:20,,15,,rootstalk-2016-spring,[],,,,,,,Multimedia Essay,True,birds-header.png,,,,,,True,birds,05/10/2022 21:25:24,False
past-issues/volume-ii-issue-2,carl,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/carl ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/carl ,https://rootstalk.grinnell.edu/past-issues/volume-ii-issue-2/carl ,"Barn Quilts in Poweshiek County, Iowa",2023-09-19 15:10:20,,63,,rootstalk-2016-spring,[],1,author,Janet Carl,Janet_Carl_(2).jpg,Photo courtesy of Janet Carl,**Janet Carl** is the Director of Academic Support for Writing and Speaking at Grinnell College. She has worked at the College fo...,Essay,True,carl-header.png,,,,,,,carl,05/10/2022 21:25:24,False
past-issues/volume-ii-issue-2,johnson,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/johnson ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/johnson ,https://rootstalk.grinnell.edu/past-issues/volume-ii-issue-2/johnson ,Up Hill Both Ways,2023-09-19 15:10:20,,28,,rootstalk-2016-spring,[],2,author,Helen Johnson,Helen_Johnson.png,Photo courtesy of Helen Johnson,"Helen Ikerd Johnson is a retired elementary school teacher. She taught in private, parochial, and public schools for thirty-five ...",Memoir,True,johnson-header.png,,,Helen Johnson,,Tales We Tell About School,,johnson,05/10/2022 21:25:24,False
past-issues/volume-ii-issue-2,kyaruzi,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/kyaruzi ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/kyaruzi ,https://rootstalk.grinnell.edu/past-issues/volume-ii-issue-2/kyaruzi ,Underground Skies,2023-09-19 15:10:20,Broken: The YouTube link in this article is private and can no longer be opened.,41,,rootstalk-2016-spring,[],1,author,Ajuna Kyaruzi,Kyaruzi-headshot.jpg,Photo courtesy of Takahiro Omura,"**Ajuna Kyaruzi** is a third-year Computer Science major at Grinnell College from Dar es Salaam, Tanzania. She has been working a...",Multimedia,True,kyaruzi-header.png,,technology,,,,,kyaruzi,05/10/2022 21:25:24,False
past-issues/volume-ii-issue-2,duncombe-mills,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/duncombe-mills ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/duncombe-mills ,https://rootstalk.grinnell.edu/past-issues/volume-ii-issue-2/duncombe-mills ,Three Photographs,2023-09-19 15:10:20,,26,,rootstalk-2016-spring,[],1,photographer,Elle Duncombe-Mills,Duncombe-Mills_crop.png,Photo courtesy of Elle Duncombe-Mills,**Elle Azul Duncombe-Mills** is a photographer who focuses specifically on the intersection of art and activism. Having grown up ...,Photo Essay,True,duncombe-mills-header.png,,,,,,True,duncombe-mills,05/10/2022 21:25:24,False
past-issues/volume-ii-issue-2,dubbeldbee-kuhn,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/dubbeldbee-kuhn ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/dubbeldbee-kuhn ,https://rootstalk.grinnell.edu/past-issues/volume-ii-issue-2/dubbeldbee-kuhn ,Closeup: Dubbeldee Kuhn,2023-09-19 15:29:06,,85,,rootstalk-2016-spring,[],1,painter,Jill Dubbeldee Kuhn,JDDK_headshot.jpg,Photo courtesy of Matt Smith,Jill Dubbeldee Kuhn grew up in Southwestern Minnesota on the family farm with winters full of snirt (a marbled mixture of snow an...,Unassigned,True,kuhn-header.png,,,,,,True,dubbeldbee-kuhn,05/10/2022 21:25:24,False
past-issues/volume-ii-issue-2,weeks,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/weeks ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/weeks ,https://rootstalk.grinnell.edu/past-issues/volume-ii-issue-2/weeks ,What I Learned at the White Horse Ranch,2023-09-19 15:10:21,,16,,rootstalk-2016-spring,[],1,author,Dan Weeks,Weeks_photo.jpg,Photo courtesy of Dan Weeks,Dan Weeks (danwweeks@gmail.com) earned an MA/W in creative nonfiction writing from the University of Iowa’s graduate writing prog...,Memoir,True,weeks-header.png,,,,,,,weeks,08/11/2021 13:38:17,False
past-issues/volume-ii-issue-2,kincaid,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/kincaid ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/kincaid ,https://rootstalk.grinnell.edu/past-issues/volume-ii-issue-2/kincaid ,Rabbit Drive,2023-09-19 15:10:20,Attention: This article needs a header image.,45,,rootstalk-2016-spring,[],1,author,Todd Kincaid,TKguitar-2.jpg,Photo courtesy of Todd Kincaid,"Todd Kincaid is a writer who lives in Jacksonville, Florida with his family. He has published stories and poems in The Eclectic, ...",Short Story,,,,,,,,,kincaid,05/10/2022 21:25:24,False
past-issues/volume-ii-issue-2,thomasch-1,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/thomasch-1 ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/thomasch-1 ,https://rootstalk.grinnell.edu/past-issues/volume-ii-issue-2/thomasch-1 ,Breaking the Silence on the Farm Crisis,2023-09-19 15:10:21,"Resolved: Possible copyright issue with song used in the video, but we found same soundtrack from 2015 on some YouTube videos, so...",43,,rootstalk-2016-spring,[],1,interviewee,Janet Schlapkohl,image__Janet_Schlapkohl.jpg,Photo courtesy of: Janet Schlapkohl,**Janet Schlapkohl** received her M.F.A. in Playwriting from the University of Iowa. She also has an M.S. in Education from the U...,Essay,True,thomasch-header.jpg,,,by Emma Thomasch,,What We Can Learn From It,,thomasch-1,05/10/2022 21:25:24,False
past-issues/volume-ii-issue-2,snow,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/snow ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/snow ,https://rootstalk.grinnell.edu/past-issues/volume-ii-issue-2/snow ,Poetry of Cultural and Spiritual Identity,2023-09-19 15:10:21,,13,,rootstalk-2016-spring,[],1,author,Stephanie Snow,GetUserPhoto.jpg,Photo courtesy of Stephanie Snow,"Stephanie Snow is a writer and musician who currently lives on the Meskwaki Settlement outside of Tama, Iowa, with her family. Sh...",Poetry,True,snow-header.png,,,,,,,snow,08/11/2021 13:38:17,False
past-issues/volume-ii-issue-2,_index,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/ ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-ii-issue-2/ ,https://rootstalk.grinnell.edu/past-issues/volume-ii-issue-2/ ,"Volume II, Issue 2",2023-05-11 16:23:44,,0,Spring 2016,rootstalk-2016-spring,"['issueIndex', 'pid', 'issue']",,,,,,,,,,,,,,,,,,
past-issues/volume-viii-issue-1,trissell,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-viii-issue-1/trissell ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-viii-issue-1/trissell ,https://rootstalk.grinnell.edu/past-issues/volume-viii-issue-1/trissell ,Food Deserts in the Midst of Plenty,2023-09-19 15:10:36,,52,,rootstalk-2022-spring,[],1,author,Mikayla Trissell,Trissel-1-volume-viii-issue-1-spring-2022.png,Photo courtesy of Mikayla Trissell,"Associate Editor **Mikayla Trissell** ‘22 is a Spanish and Gender, Women’s, & Sexuality Studies major in their last semester at G...",Essay,True,trissell-header.png,This header image needs alt text!,investigation,,,,,trissell,05/10/2022 15:22:00,False
past-issues/volume-viii-issue-1,hootstein,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-viii-issue-1/hootstein ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-viii-issue-1/hootstein ,https://rootstalk.grinnell.edu/past-issues/volume-viii-issue-1/hootstein ,The Streets of Dallas: A Look Into The Minds of Three Photographers,2023-09-19 15:10:36,,74,,rootstalk-2022-spring,[],1,author,Avery Hootstein,Hootstein-1-volume-viii-issue-1-spring-2022.jpg,Photo courtesy of Avery Hootstein,Associate Editor **Avery Hootstein** ’23 is currently a third-year Political Science major and football player at Grinnell Colleg...,Photo Essay,True,hootstein-header.png,This header image needs alt text!,,,,,,hootstein,05/10/2022 15:22:00,False
past-issues/volume-viii-issue-1,buck,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-viii-issue-1/buck ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-viii-issue-1/buck ,https://rootstalk.grinnell.edu/past-issues/volume-viii-issue-1/buck ,In My Kansas Pasture,2023-09-19 15:10:35,,109,,rootstalk-2022-spring,[],1,Poet,Pasha Buck,buck-headshot.png,,"Pasha Buck began her career teaching at the [University of Kansas](https://ku.edu) in her last two years in her native state, hel...",Poetry,True,buck-header.png,This header image needs alt text!,,,,,,buck,05/10/2022 15:22:00,False
past-issues/volume-viii-issue-1,burchit,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-viii-issue-1/burchit ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-viii-issue-1/burchit ,https://rootstalk.grinnell.edu/past-issues/volume-viii-issue-1/burchit ,Warped Cherubs and Tasmanian Devils: A Tattoo Artist in Fairfield,2023-09-19 15:10:35,,142,,rootstalk-2022-spring,[],1,author,Robby Burchit,Burchit-1-volume-viii-issue-1-spring-2022.jpg,All photos courtesy of Robby Burchit,Associate Editor Robby Burchit ‘23 is a third-year sociology major at Grinnell College. Robby considers himself both a Midwestern...,Photo Essay,True,burchit-header.png,This header image needs alt text!,,,,,,burchit,05/10/2022 15:22:00,False
past-issues/volume-viii-issue-1,mcgary-adams-dubow-fay-stindt-schaefer,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-viii-issue-1/mcgary-adams-dubow-fay-stindt-schaefer ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-viii-issue-1/mcgary-adams-dubow-fay-stindt-schaefer ,https://rootstalk.grinnell.edu/past-issues/volume-viii-issue-1/mcgary-adams-dubow-fay-stindt-schaefer ,Growing Kin: Voices from Mustard Seed Community Farm,2023-09-19 15:10:36,,58,,rootstalk-2022-spring,[],5,author,Alice McGary,mcgary.png,,"**Alice McGary** is a farmer, fiddler, potter, mentor, fiber artist and community facilitator. She is one of the founding members...",Multimedia Essay,True,mustard-header.png,decorative article header image,,by Mustard Seed Farm workers,,,,mcgary-adams-dubow-fay-stindt-schaefer,05/10/2022 15:22:00,False
